delta,delta_log2,frequency,density,cumulative_density
45/28,0.6844981742720707,215,4.228327148700157e-06,0.9987140378809081
41/27,0.6026645024546152,215,4.228327148700157e-06,0.9987182662080568
32/39,-0.2854022188622484,213,4.188993872898295e-06,0.9987224552019297
53/16,1.7279204545631992,212,4.169327234997364e-06,0.9987266245291647
25/47,-0.9107326619029128,211,4.149660597096433e-06,0.9987307741897619
31/36,-0.215728691055437,211,4.149660597096433e-06,0.998734923850359
30/41,-0.4506614090095652,211,4.149660597096433e-06,0.9987390735109561
16/53,-1.7279204545631992,209,4.110327321294572e-06,0.9987431838382774
61/8,2.9307373375628862,209,4.110327321294572e-06,0.9987472941655987
26/43,-0.7258250365610059,208,4.09066068339364e-06,0.9987513848262821
55/18,1.6114347120823471,206,4.051327407591778e-06,0.9987554361536897
17/55,-1.6938968722743202,205,4.031660769690848e-06,0.9987594678144593
70/3,4.54432051622381,205,4.031660769690848e-06,0.998763499475229
26/49,-0.914270125974116,205,4.031660769690848e-06,0.9987675311359987
10/63,-2.6553518286125546,204,4.0119941317899165e-06,0.9987715431301305
57/14,2.0255350921071376,203,3.992327493888985e-06,0.9987755354576244
1/25,-4.643856189774724,198,3.893994304384331e-06,0.9987794294519288
9/65,-2.852442811586142,198,3.893994304384331e-06,0.9987833234462331
29/42,-0.5343364276511882,198,3.893994304384331e-06,0.9987872174405374
5/69,-3.786596361890807,195,3.834994390681538e-06,0.9987910524349282
67/5,3.7441610955704094,195,3.834994390681538e-06,0.9987948874293189
19/7,1.4405725913859817,192,3.775994476978745e-06,0.9987986634237959
67/2,5.066089190457773,190,3.7366612011768833e-06,0.998802400084997
59/15,1.9757524537533229,190,3.7366612011768833e-06,0.9988061367461981
25,4.643856189774724,190,3.7366612011768833e-06,0.9988098734073992
68/7,3.280107919192736,189,3.716994563275952e-06,0.9988135904019625
5/67,-3.7441610955704094,188,3.697327925375021e-06,0.9988172877298879
58/17,1.7705181538772323,188,3.697327925375021e-06,0.9988209850578132
33/40,-0.277533975528909,187,3.67766128747409e-06,0.9988246627191008
15/59,-1.9757524537533229,186,3.657994649573159e-06,0.9988283207137503
33/38,-0.203533394085132,186,3.657994649573159e-06,0.9988319787083998
14/57,-2.025535092107138,186,3.657994649573159e-06,0.9988356367030493
47/25,0.9107326619029126,186,3.657994649573159e-06,0.9988392946976988
69/5,3.786596361890807,185,3.638328011672228e-06,0.9988429330257105
40/33,0.2775339755289089,184,3.618661373771297e-06,0.9988465516870842
65/9,2.852442811586142,184,3.618661373771297e-06,0.998850170348458
56/19,1.5594274086140183,182,3.5793280979694355e-06,0.998853749676556
60/13,2.2064508774674265,181,3.559661460068505e-06,0.9988573093380161
39/32,0.2854022188622483,180,3.539994822167573e-06,0.9988608493328383
29/45,-0.6338721012021025,179,3.5203281842666423e-06,0.9988643696610225
68,6.08746284125034,179,3.5203281842666423e-06,0.9988678899892068
47/28,0.7472339296200332,177,3.4809949084647805e-06,0.9988713709841153
23/49,-1.0911478880581953,177,3.4809949084647805e-06,0.9988748519790237
38/33,0.2035333940851321,177,3.4809949084647805e-06,0.9988783329739321
65/12,2.4374053123072987,176,3.4613282705638496e-06,0.9988817943022027
49/26,0.914270125974116,176,3.4613282705638496e-06,0.9988852556304733
7/68,-3.280107919192736,176,3.4613282705638496e-06,0.9988887169587438
59/13,2.1822033312207494,176,3.4613282705638496e-06,0.9988921782870144
17/60,-1.81942775435818,176,3.4613282705638496e-06,0.9988956396152849
18/55,-1.6114347120823471,175,3.4416616326629182e-06,0.9988990812769176
14/61,-2.123382415505282,174,3.421994994761988e-06,0.9989025032719124
58/15,1.9510903995190536,174,3.421994994761988e-06,0.9989059252669072
45/32,0.4918530963296747,174,3.421994994761988e-06,0.9989093472619021
2/67,-5.066089190457773,174,3.421994994761988e-06,0.9989127692568969
19/56,-1.5594274086140183,173,3.402328356861057e-06,0.9989161715852537
50/27,0.8889686876112561,173,3.402328356861057e-06,0.9989195739136105
28/47,-0.7472339296200334,173,3.402328356861057e-06,0.9989229762419674
63/8,2.9772799234999168,172,3.382661718960126e-06,0.9989263589036863
3/70,-4.54432051622381,172,3.382661718960126e-06,0.9989297415654053
8/61,-2.9307373375628862,170,3.343328443158264e-06,0.9989330848938485
11/63,-2.5178483048626195,170,3.343328443158264e-06,0.9989364282222917
45/29,0.6338721012021026,170,3.343328443158264e-06,0.9989397715507349
15/58,-1.9510903995190536,169,3.3236618052573327e-06,0.9989430952125401
13/60,-2.2064508774674265,169,3.3236618052573327e-06,0.9989464188743453
62/15,2.047305714778357,169,3.3236618052573327e-06,0.9989497425361505
1/68,-6.08746284125034,168,3.303995167356402e-06,0.9989530465313179
37/38,-0.0384741478146356,168,3.303995167356402e-06,0.9989563505264852
12/59,-2.297680548640685,168,3.303995167356402e-06,0.9989596545216526
30/43,-0.5193741590935794,168,3.303995167356402e-06,0.9989629585168199
13/62,-2.253756592245783,168,3.303995167356402e-06,0.9989662625119873
54/17,1.6674246609131294,168,3.303995167356402e-06,0.9989695665071546
75/2,5.228818690495881,167,3.284328529455471e-06,0.9989728508356841
17/54,-1.6674246609131294,166,3.26466189155454e-06,0.9989761154975757
8/63,-2.9772799234999168,166,3.26466189155454e-06,0.9989793801594673
59/16,1.882643049361841,165,3.244995253653609e-06,0.9989826251547209
21/52,-1.308122295362332,164,3.225328615752678e-06,0.9989858504833367
61/14,2.123382415505282,164,3.225328615752678e-06,0.9989890758119524
49/23,1.0911478880581955,163,3.2056619778517472e-06,0.9989922814739303
32/45,-0.4918530963296747,163,3.2056619778517472e-06,0.9989954871359081
62/13,2.253756592245783,163,3.2056619778517472e-06,0.998998692797886
11/64,-2.5405683813627027,163,3.2056619778517472e-06,0.9990018984598639
2/69,-5.108524456778169,161,3.166328702049885e-06,0.9990050647885659
55/21,1.3890422907458997,161,3.166328702049885e-06,0.9990082311172679
41/34,0.2700891633677442,161,3.166328702049885e-06,0.9990113974459699
53/22,1.268488835925902,160,3.146662064148954e-06,0.999014544108034
34/41,-0.2700891633677443,160,3.146662064148954e-06,0.9990176907700982
7/19,-1.4405725913859817,160,3.146662064148954e-06,0.9990208374321623
60/17,1.819427754358179,159,3.126995426248023e-06,0.9990239644275886
53/19,1.4799929411196135,158,3.107328788347092e-06,0.999027071756377
31/44,-0.505235308250422,158,3.107328788347092e-06,0.9990301790851653
21/53,-1.3356030317844387,156,3.0679955125452304e-06,0.9990332470806779
25/48,-0.9411063109464316,156,3.0679955125452304e-06,0.9990363150761904
52/23,1.1768777620840791,156,3.0679955125452304e-06,0.9990393830717029
47/30,0.6476982560691188,155,3.0483288746442994e-06,0.9990424314005776
69/2,5.108524456778169,155,3.0483288746442994e-06,0.9990454797294522
44/27,0.7045441164738286,155,3.0483288746442994e-06,0.9990485280583269
43/29,0.5682837595745259,155,3.0483288746442994e-06,0.9990515763872015
15/62,-2.0473057147783567,154,3.0286622367433685e-06,0.9990546050494383
7/66,-3.237039197300849,153,3.0089955988424376e-06,0.9990576140450371
22/53,-1.268488835925902,153,3.0089955988424376e-06,0.9990606230406359
29/46,-0.6655809609294407,153,3.0089955988424376e-06,0.9990636320362347
11/61,-2.471305718925589,153,3.0089955988424376e-06,0.9990666410318335
31/42,-0.438121112391885,152,2.9893289609415063e-06,0.9990696303607944
23/52,-1.1768777620840791,152,2.9893289609415063e-06,0.9990726196897554
43/30,0.5193741590935794,152,2.9893289609415063e-06,0.9990756090187163
64/11,2.5405683813627027,150,2.9499956851396444e-06,0.9990785590144015
27/50,-0.8889686876112561,150,2.9499956851396444e-06,0.9990815090100866
42/31,0.4381211123918849,150,2.9499956851396444e-06,0.9990844590057718
17/58,-1.770518153877233,150,2.9499956851396444e-06,0.999087409001457
47/27,0.7997013495141688,149,2.930329047238713e-06,0.9990903393305042
27/44,-0.7045441164738288,149,2.930329047238713e-06,0.9990932696595514
18/53,-1.557995453120887,149,2.930329047238713e-06,0.9990961999885986
59/12,2.297680548640685,149,2.930329047238713e-06,0.9990991303176457
48/25,0.9411063109464316,149,2.930329047238713e-06,0.9991020606466929
24/47,-0.9696263509564812,149,2.930329047238713e-06,0.9991049909757401
52/21,1.308122295362332,149,2.930329047238713e-06,0.9991079213047873
63/11,2.5178483048626195,148,2.9106624093377826e-06,0.9991108319671966
43/32,0.4262647547020979,148,2.9106624093377826e-06,0.999113742629606
12/65,-2.4374053123072983,147,2.890995771436852e-06,0.9991166336253774
32/43,-0.4262647547020979,145,2.85166249563499e-06,0.999119485287873
33/41,-0.3131578852596302,145,2.85166249563499e-06,0.9991223369503686
53/21,1.335603031784439,143,2.812329219833128e-06,0.9991251492795884
21/55,-1.3890422907458992,143,2.812329219833128e-06,0.9991279616088082
68/3,4.502500340529183,143,2.812329219833128e-06,0.9991307739380281
47/24,0.9696263509564812,143,2.812329219833128e-06,0.9991335862672479
22/51,-1.2129937233341983,142,2.7926625819321967e-06,0.9991363789298299
38/37,0.0384741478146356,142,2.7926625819321967e-06,0.9991391715924118
57/20,1.510961919277379,142,2.7926625819321967e-06,0.9991419642549938
35/43,-0.2969817377571315,142,2.7926625819321967e-06,0.9991447569175758
17/57,-1.7454271729144024,142,2.7926625819321967e-06,0.9991475495801577
72/5,3.84799690655495,140,2.753329306130335e-06,0.9991503029094638
57/17,1.7454271729144024,140,2.753329306130335e-06,0.9991530562387699
16/59,-1.882643049361841,140,2.753329306130335e-06,0.999155809568076
62/9,2.784271308944563,140,2.753329306130335e-06,0.9991585628973821
29/43,-0.5682837595745258,139,2.733662668229404e-06,0.9991612965600504
20/57,-1.510961919277379,139,2.733662668229404e-06,0.9991640302227186
74,6.209453365628951,139,2.733662668229404e-06,0.9991667638853868
41/31,0.4033556942312084,138,2.713996030328473e-06,0.9991694778814172
9/62,-2.7842713089445628,138,2.713996030328473e-06,0.9991721918774475
6/67,-3.4811266897366164,138,2.713996030328473e-06,0.9991749058734779
46/29,0.6655809609294407,137,2.694329392427542e-06,0.9991776002028704
24/49,-1.029747343394052,137,2.694329392427542e-06,0.9991802945322629
27/47,-0.7997013495141687,136,2.674662754526611e-06,0.9991829691950174
44/31,0.5052353082504222,136,2.674662754526611e-06,0.9991856438577719
53/18,1.557995453120887,135,2.65499611662568e-06,0.9991882988538885
66/7,3.237039197300849,135,2.65499611662568e-06,0.9991909538500051
23/51,-1.1488633859144828,134,2.6353294787247493e-06,0.9991935891794839
1/71,-6.149747119504682,134,2.6353294787247493e-06,0.9991962245089626
23/48,-1.0614005446641437,134,2.6353294787247493e-06,0.9991988598384414
34/39,-0.1979393776119089,134,2.6353294787247493e-06,0.9992014951679201
2/75,-5.228818690495881,133,2.615662840823818e-06,0.999204110830761
49/24,1.029747343394052,133,2.615662840823818e-06,0.9992067264936019
27/46,-0.7686744538935443,132,2.595996202922887e-06,0.9992093224898048
5/72,-3.84799690655495,132,2.595996202922887e-06,0.9992119184860077
25/51,-1.028569152196771,132,2.595996202922887e-06,0.9992145144822105
51/22,1.2129937233341983,131,2.576329565021956e-06,0.9992170908117756
30/47,-0.6476982560691188,130,2.556662927121025e-06,0.9992196474747027
3/68,-4.502500340529183,130,2.556662927121025e-06,0.9992222041376299
48/23,1.0614005446641437,129,2.5369962892200943e-06,0.9992247411339191
13/59,-2.1822033312207494,129,2.5369962892200943e-06,0.9992272781302084
61/12,2.34577483684173,128,2.5173296513191634e-06,0.9992297954598597
38/39,-0.0374747054186628,128,2.5173296513191634e-06,0.999232312789511
41/33,0.3131578852596303,128,2.5173296513191634e-06,0.9992348301191623
5/23,-2.201633861169651,128,2.5173296513191634e-06,0.9992373474488135
51/23,1.1488633859144828,127,2.4976630134182325e-06,0.999239845111827
51/25,1.028569152196771,127,2.4976630134182325e-06,0.9992423427748404
61/11,2.471305718925589,127,2.4976630134182325e-06,0.9992448404378538
71/4,4.149747119504682,126,2.4779963755173016e-06,0.9992473184342293
75,6.22881869049588,126,2.4779963755173016e-06,0.9992497964306049
7/69,-3.3011695347205654,125,2.4583297376163702e-06,0.9992522547603425
46/27,0.7686744538935444,124,2.4386630997154397e-06,0.9992546934234422
67/8,3.0660891904577725,123,2.4189964618145084e-06,0.999257112419904
3/71,-4.564784618783526,123,2.4189964618145084e-06,0.9992595314163658
43/35,0.2969817377571316,122,2.399329823913577e-06,0.9992619307461897
64/9,2.8300749985576874,121,2.3796631860126466e-06,0.9992643104093758
31/41,-0.4033556942312085,120,2.359996548111716e-06,0.9992666704059239
19/54,-1.506959988719883,120,2.359996548111716e-06,0.999269030402472
18/59,-1.712718047919529,119,2.3403299102107847e-06,0.9992713707323821
1/75,-6.22881869049588,119,2.3403299102107847e-06,0.9992737110622923
61/15,2.0238467419543675,118,2.320663272309854e-06,0.9992760317255647
69/8,3.108524456778169,118,2.320663272309854e-06,0.999278352388837
51/26,0.9719856238304034,117,2.300996634408923e-06,0.9992806533854715
77/3,4.681824039973745,117,2.300996634408923e-06,0.9992829543821059
2/73,-5.189824558880018,117,2.300996634408923e-06,0.9992852553787404
31/45,-0.5376567859427995,117,2.300996634408923e-06,0.9992875563753748
39/34,0.1979393776119088,116,2.281329996507992e-06,0.9992898377053713
73/5,3.867896463992656,116,2.281329996507992e-06,0.9992921190353677
1/74,-6.209453365628949,115,2.2616633586070606e-06,0.9992943806987263
53/25,1.0840642647884746,115,2.2616633586070606e-06,0.9992966423620849
71/3,4.564784618783526,115,2.2616633586070606e-06,0.9992989040254435
23/54,-1.2313255461064558,114,2.2419967207061297e-06,0.9993011460221642
71,6.149747119504682,114,2.2419967207061297e-06,0.999303388018885
8/69,-3.108524456778169,113,2.2223300828051988e-06,0.9993056103489678
19/53,-1.479992941119614,113,2.2223300828051988e-06,0.9993078326790507
54/23,1.2313255461064558,112,2.202663444904268e-06,0.9993100353424955
41/36,0.1876270031757712,111,2.182996807003337e-06,0.9993122183393025
3/74,-4.624490864907794,111,2.182996807003337e-06,0.9993144013361095
27/49,-0.8598223419517399,110,2.163330169102406e-06,0.9993165646662786
74/3,4.624490864907794,110,2.163330169102406e-06,0.9993187279964477
8/67,-3.0660891904577725,110,2.163330169102406e-06,0.9993208913266168
29/48,-0.7269815055935842,110,2.163330169102406e-06,0.999323054656786
53/24,1.1429579538420431,109,2.143663531201475e-06,0.9993251983203172
54/19,1.506959988719883,109,2.143663531201475e-06,0.9993273419838484
16/57,-1.8328900141647413,109,2.143663531201475e-06,0.9993294856473797
9/68,-2.9175378398080274,109,2.143663531201475e-06,0.9993316293109109
13/63,-2.2768402053588246,108,2.123996893300544e-06,0.9993337533078042
39/38,0.0374747054186629,108,2.123996893300544e-06,0.9993358773046974
12/61,-2.34577483684173,108,2.123996893300544e-06,0.9993380013015907
36/37,-0.0395283641866373,108,2.123996893300544e-06,0.9993401252984839
48/29,0.7269815055935841,108,2.123996893300544e-06,0.9993422492953772
26/51,-0.9719856238304035,107,2.1043302553996133e-06,0.9993443536256326
59/18,1.712718047919529,107,2.1043302553996133e-06,0.999346457955888
23/55,-1.2577977574676469,107,2.1043302553996133e-06,0.9993485622861433
17/63,-1.8898170822495768,107,2.1043302553996133e-06,0.9993506666163987
71/6,3.564784618783526,107,2.1043302553996133e-06,0.9993527709466541
73/2,5.189824558880018,106,2.084663617498682e-06,0.9993548556102716
69/4,4.108524456778169,106,2.084663617498682e-06,0.9993569402738891
59/21,1.490325626583081,106,2.084663617498682e-06,0.9993590249375066
57/16,1.8328900141647413,106,2.084663617498682e-06,0.9993611096011241
15/61,-2.023846741954368,105,2.064996979597751e-06,0.9993631745981038
45/31,0.5376567859427995,105,2.064996979597751e-06,0.9993652395950834
37/36,0.0395283641866372,105,2.064996979597751e-06,0.999367304592063
23/5,2.2016338611696504,105,2.064996979597751e-06,0.9993693695890427
67/6,3.4811266897366164,105,2.064996979597751e-06,0.9993714345860223
63/17,1.8898170822495768,104,2.04533034169682e-06,0.9993734799163639
24/53,-1.1429579538420431,104,2.04533034169682e-06,0.9993755252467056
55/23,1.2577977574676469,103,2.025663703795889e-06,0.9993775509104094
60/19,1.658963082164933,103,2.025663703795889e-06,0.9993795765741131
1/72,-6.169925001442312,103,2.025663703795889e-06,0.9993816022378169
30/49,-0.7078192485066896,103,2.025663703795889e-06,0.9993836279015207
17/11,0.6280312226130421,102,2.0059970658949583e-06,0.9993856338985866
4/69,-4.108524456778169,102,2.0059970658949583e-06,0.9993876398956525
70/11,2.669851398307669,102,2.0059970658949583e-06,0.9993896458927184
49/30,0.7078192485066896,101,1.9863304279940278e-06,0.9993916322231464
6/71,-3.564784618783526,100,1.9666637900930964e-06,0.9993935988869365
34/45,-0.4043902550793353,99,1.946997152192165e-06,0.9993955458840886
69/7,3.3011695347205654,99,1.946997152192165e-06,0.9993974928812408
9/70,-2.959358015502654,98,1.9273305142912346e-06,0.9993994202117551
36/41,-0.1876270031757713,98,1.9273305142912346e-06,0.9994013475422694
11/69,-2.6490928381408723,98,1.9273305142912346e-06,0.9994032748727837
11/17,-0.6280312226130421,98,1.9273305142912346e-06,0.999405202203298
19/60,-1.6589630821649333,97,1.9076638763903037e-06,0.9994071098671744
9/64,-2.8300749985576874,97,1.9076638763903037e-06,0.9994090175310508
70/9,2.959358015502654,96,1.8879972384893723e-06,0.9994109055282893
25/53,-1.0840642647884744,96,1.8879972384893723e-06,0.9994127935255277
4/71,-4.149747119504682,95,1.8683306005884416e-06,0.9994146618561283
49/29,0.7567288489876363,94,1.8486639626875105e-06,0.999416510520091
43/33,0.3818706353436444,94,1.8486639626875105e-06,0.9994183591840536
39/37,0.0759488532332984,93,1.82899732478658e-06,0.9994201881813785
